Destination Port,Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Init_Win_bytes_backward,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,188,6,6,6,6.0,6,6,6.0,0.0,188.0,0.0,188,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,245,0.0,0.0,0,0,0
2920,68,4,2,2,2.0,6,6,6.0,0.0,22.66666667,6.350852961,30,49,49.0,0.0,49,0.0,49,0,2,6,3.6,2.19089023,4.8,0,0,1,0,0,1,4.5,2.0,6.0,4,0,0.0,0.0,0,0,0
80,85410442,311,305,0,38.875,4344,0,1656.428571,1757.579003,6100745.857,22500000.0,84300000,85300000,12200000.0,31800000.0,84300000,51089.39649,127374,0,0,4344,744.125,1389.827369,1931620.117,0,0,0,1,0,0,793.7333333,38.875,1656.428571,311,235,84300000.0,0.0,84300000,84300000,1
443,61084679,985,634,0,70.35714286,1496,0,251.9230769,548.0494901,2349410.731,4273920.151,10000000,61100000,4698821.462,5198994.975,10100000,5255183.064,10100000,0,0,1496,152.1428571,396.6067849,157296.9418,0,0,1,0,0,0,157.7777778,70.35714286,251.9230769,985,115,10000000.0,560.4147571,10000000,9999784,0
60705,4,37,37,0,18.5,0,0,0.0,0.0,4.0,0.0,4,4,4.0,0.0,4,0.0,0,1,0,37,24.66666667,21.36195996,456.3333333,0,1,0,1,0,0,37.0,18.5,0.0,37,-1,0.0,0.0,0,0,0
80,72014932,62,20,0,6.888888889,8760,0,2900.25,4128.319301,6001244.333,18000000.0,62500000,70600000,8823442.0,21900000.0,62500000,821178.6753,1427177,0,0,8760,833.5,2402.71381,5773033.654,0,0,0,1,0,0,897.6153846,6.888888889,2900.25,62,229,35300000.0,38500000.0,62500000,8035538,1
80,786,0,0,0,0.0,0,0,0.0,0.0,196.5,134.5944526,309,786,196.5,134.5944526,309,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
443,269,31,31,0,10.33333333,0,0,0.0,0.0,134.5,187.383297,267,269,134.5,187.383297,267,0.0,0,0,0,31,7.75,15.5,240.25,0,0,0,1,0,0,10.33333333,10.33333333,0.0,31,-1,0.0,0.0,0,0,0
80,4032884,30,6,6,6.0,0,0,0.0,0.0,1008221.0,2015778.72,4031889,4032884,1008221.0,2015778.72,4031889,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,7.2,6.0,0.0,30,-1,0.0,0.0,0,0,1
80,98040688,368,368,0,46.0,4344,0,1932.5,1754.831473,7541591.385,27200000.0,98000000,98000000,14000000.0,37000000.0,98000000,9667.790218,22135,0,0,4344,797.5333333,1424.255137,2028502.695,0,0,0,1,0,0,854.5,46.0,1932.5,368,235,98000000.0,0.0,98000000,98000000,1
53,167,78,39,39,39.0,55,55,55.0,0.0,55.66666667,55.89573627,115,4,4.0,0.0,4,0.0,48,0,39,55,45.4,8.76356092,76.8,0,0,0,0,0,1,56.75,39.0,55.0,78,-1,0.0,0.0,0,0,0
1801,77,0,0,0,0.0,6,6,6.0,0.0,77.0,0.0,77,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
61930,3,12,6,6,6.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
22,1464833,2622,408,0,74.91428571,976,0,167.5714286,317.1563547,19274.11842,112425.0846,954861,1464833,43083.32353,180859.0882,998184,38190.91745,207114,0,0,976,123.8461538,246.5452766,60784.57343,0,0,1,0,0,1,125.4545455,74.91428571,167.5714286,2622,245,0.0,0.0,0,0,0
443,10125706,777,430,0,11.77272727,2896,0,1642.313043,714.3288516,56253.92222,739284.164,9919481,206221,3172.630769,8965.497319,50161,932374.8592,9956160,0,0,2896,1041.994505,971.9549105,944696.348,0,0,1,0,0,1,1047.751381,11.77272727,1642.313043,777,31,9919481.0,0.0,9919481,9919481,0
53,260,60,30,30,30.0,308,308,308.0,0.0,86.66666667,144.9149176,254,3,3.0,0.0,3,0.0,3,0,30,308,141.2,152.266871,23185.2,0,0,0,0,0,1,176.5,30.0,308.0,60,-1,0.0,0.0,0,0,0
53,164917,44,44,44,44.0,176,176,176.0,0.0,164917.0,0.0,164917,0,0.0,0.0,0,0.0,0,0,44,176,88.0,76.21023553,5808.0,0,0,0,0,0,1,132.0,44.0,176.0,44,-1,0.0,0.0,0,0,0
80,627,12,6,6,6.0,0,0,0.0,0.0,627.0,0.0,627,627,627.0,0.0,627,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
49718,97,0,0,0,0.0,0,0,0.0,0.0,32.33333333,54.2709253,95,0,0.0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0,3,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
53,54306,68,34,34,34.0,203,203,203.0,0.0,18102.0,31347.52154,54299,3,3.0,0.0,3,0.0,4,0,34,203,101.6,92.56511222,8568.3,0,0,0,0,0,1,127.0,34.0,203.0,68,-1,0.0,0.0,0,0,0
47852,48,12,6,6,6.0,0,0,0.0,0.0,48.0,0.0,48,48,48.0,0.0,48,0.0,0,0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
55696,50,31,31,0,10.33333333,0,0,0.0,0.0,16.66666667,25.42308662,46,4,2.0,1.414213562,3,0.0,0,0,0,31,6.2,13.86362146,192.2,0,0,0,1,0,0,7.75,10.33333333,0.0,31,0,0.0,0.0,0,0,0
8080,1030024,0,0,0,0.0,6,6,6.0,0.0,206004.8,281211.3834,516405,1029474,514737.0,3066.015003,516905,3364.414065,516955,0,0,6,2.571428571,3.207134903,10.28571429,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,0
443,3459565,8677,2848,0,108.4625,2848,0,946.9789474,682.9864953,19882.55747,92253.47411,1000086,2459479,31132.64557,78810.49565,440433,134523.0521,1000131,0,0,2848,560.4545455,720.0821764,518518.3408,0,0,1,0,0,1,563.6571429,108.4625,946.9789474,8677,12985,0.0,0.0,0,0,0
53,2425462,134,94,40,67.0,178,72,125.0,74.95331881,808487.3333,1372581.141,2393320,2394967,2394967.0,0.0,2394967,0.0,2423815,0,40,178,95.6,51.0959881,2610.8,0,0,0,0,0,1,119.5,67.0,125.0,134,-1,0.0,0.0,0,0,0
80,1782470,26,20,0,8.666666667,11595,0,2901.75,5795.50069,297078.3333,727234.2881,1781539,870,435.0,448.3056993,752,1028308.268,1781539,0,0,11595,1454.125,4097.537534,16800000.0,0,0,1,0,0,1,1661.857143,8.666666667,2901.75,26,229,0.0,0.0,0,0,1
52837,43,6,6,6,6.0,6,6,6.0,0.0,43.0,0.0,43,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,16062,0.0,0.0,0,0,0
53,173,64,32,32,32.0,48,48,48.0,0.0,57.6666666667,93.8207510806,166,4,4.0,0.0,4,0.0,3,0,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,1,48.0,32.0,48.0,64,-1,0.0,0.0,0,0,0
443,116834272,6231,1671,0,222.5357143,596,0,206.6666667,284.4119079,2434047.333,4192042.727,10000000,117000000,4327195.259,4841543.442,10100000,4803153.059,10100000,0,0,1671,211.42,348.6358307,121546.9424,0,0,1,0,0,0,215.7346939,222.5357143,206.6666667,6231,440,9985191.091,53471.73282,10000000,9841448,0
57066,5,0,0,0,0.0,0,0,0.0,0.0,5.0,0.0,5,5,5.0,0.0,5,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
53,343,80,40,40,40.0,132,132,132.0,0.0,114.3333333,191.9696157,336,3,3.0,0.0,3,0.0,4,0,40,132,76.8,50.39047529,2539.2,0,0,0,0,0,1,96.0,40.0,132.0,80,-1,0.0,0.0,0,0,0
53,254,82,41,41,41.0,91,91,91.0,0.0,84.66666667,144.9149176,252,1,1.0,0.0,1,0.0,1,0,41,91,61.0,27.38612788,750.0,0,0,0,0,0,1,76.25,41.0,91.0,82,-1,0.0,0.0,0,0,0
53356,67,0,0,0,0.0,0,0,0.0,0.0,67.0,0.0,67,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0,65535,0.0,0.0,0,0,0
443,115623629,889,523,0,20.6744186,4380,0,1515.021739,1215.498974,1313904.875,3341866.642,10000000,116000000,2752943.548,4445263.793,10000000,4350872.629,10000000,0,0,4380,784.2222222,1146.794534,1315137.703,0,0,1,0,0,1,793.0337079,20.6744186,1515.021739,889,980,10000000.0,4124.413009,10000000,9996556,0
80,117585,0,0,0,0.0,0,0,0.0,0.0,117585.0,0.0,117585,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,245,0.0,0.0,0,0,0
53749,36,0,0,0,0.0,0,0,0.0,0.0,36.0,0.0,36,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,65535,0.0,0.0,0,0,0
80,5920049,12,6,0,4.0,0,0,0.0,0.0,1973349.667,3404856.709,5904930,5920049,2960024.5,4164725.298,5904930,0.0,0,0,0,6,2.4,3.286335345,10.8,0,0,1,0,0,0,3.0,4.0,0.0,12,29200,0.0,0.0,0,0,0
443,49,12,6,6,6.0,0,0,0.0,0.0,49.0,0.0,49,49,49.0,0.0,49,0.0,0,0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
53,112589659,97,49,48,48.5,112,107,109.5,3.535533906,37500000.0,64900000.0,112000000,113000000,113000000.0,0.0,113000000,0.0,113000000,0,48,112,72.8,33.55145302,1125.7,0,0,0,0,0,1,91.0,48.5,109.5,97,-1,112000000.0,0.0,112000000,112000000,0
53,48806,43,43,43,43.0,59,59,59.0,0.0,48806.0,0.0,48806,0,0.0,0.0,0,0.0,0,0,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,1,72.5,43.0,59.0,43,-1,0.0,0.0,0,0,0
53892,78,6,6,6,6.0,6,6,6.0,0.0,78.0,0.0,78,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,65535,0.0,0.0,0,0,0
53,187,64,32,32,32.0,79,79,79.0,0.0,62.3333333333,106.2324495309,185,1,1.0,0.0,1,0.0,1,0,32,79,50.8,25.7429602027,662.7,0,0,0,0,0,1,63.5,32.0,79.0,64,-1,0.0,0.0,0,0,0
53,23438,42,42,42,42.0,105,105,105.0,0.0,23438.0,0.0,23438,0,0.0,0.0,0,0.0,0,0,42,105,63.0,36.37306696,1323.0,0,0,0,0,0,1,94.5,42.0,105.0,42,-1,0.0,0.0,0,0,0
53,42048403,100,56,44,50.0,176,84,130.0,65.05382387,14000000.0,24200000.0,41900000,42000000,42000000.0,0.0,42000000,0.0,42000000,0,44,176,80.8,55.67045895,3099.2,0,0,0,0,0,1,101.0,50.0,130.0,100,-1,41900000.0,0.0,41900000,41900000,0
53,268066,124,31,31,31.0,77,77,77.0,0.0,53613.2,103150.1869,236509,31554,10518.0,18211.64822,31547,0.0,3,0,31,77,44.14285714,22.44570168,503.8095238,0,0,0,0,0,0,51.5,31.0,77.0,124,-1,0.0,0.0,0,0,0
53,69130200,87,46,41,43.5,174,100,137.0,52.32590181,23000000.0,39800000.0,69000000,69100000,69100000.0,0.0,69100000,0.0,69000000,0,41,174,80.4,57.95084124,3358.3,0,0,0,0,0,1,100.5,43.5,137.0,87,-1,69000000.0,0.0,69000000,69000000,0
3370,71,2,2,2,2.0,6,6,6.0,0.0,71.0,0.0,71,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
80,2,0,0,0,0.0,0,0,0.0,0.0,2.0,0.0,2,2,2.0,0.0,2,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
53,90942,70,35,35,35.0,127,127,127.0,0.0,30314.0,52461.22615,90891,2,2.0,0.0,2,0.0,49,0,35,127,71.8,50.39047529,2539.2,0,0,0,0,0,1,89.75,35.0,127.0,70,-1,0.0,0.0,0,0,0
51354,104,0,0,0,0.0,0,0,0.0,0.0,104.0,0.0,104,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,333,0.0,0.0,0,0,0
80,5,0,0,0,0.0,0,0,0.0,0.0,5.0,0.0,5,5,5.0,0.0,5,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
53,30623,54,54,54,54.0,108,108,108.0,0.0,30623.0,0.0,30623,0,0.0,0.0,0,0.0,0,0,54,108,72.0,31.17691454,972.0,0,0,0,0,0,1,108.0,54.0,108.0,54,-1,0.0,0.0,0,0,0
443,117779053,1144,507,0,71.5,1418,0,313.6,509.9835852,3925968.433,14900000.0,58900000,118000000,7851936.867,20700000.0,58900000,21300000.0,59000000,0,0,1418,182.75,376.3021264,141603.2903,0,0,1,0,0,0,188.6451613,71.5,313.6,1144,357,58700000.0,308256.8373,58900000,58500000,0
901,44,0,0,0,0.0,6,6,6.0,0.0,44.0,0.0,44,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
443,15466796,930,373,0,77.5,2829,0,980.75,919.0089647,672469.3913,3123593.635,15000000,466738,42430.72727,55647.53122,115259,4512361.484,15000000,0,0,2829,507.96,781.8652633,611313.29,0,0,1,0,0,1,529.125,77.5,980.75,930,139,15000000.0,0.0,15000000,15000000,0
52803,1,37,37,0,18.5,0,0,0.0,0.0,1.0,0.0,1,1,1.0,0.0,1,0.0,0,1,0,37,24.66666667,21.36195996,456.3333333,0,1,0,1,0,0,37.0,18.5,0.0,37,-1,0.0,0.0,0,0,0
53,48049,41,41,41,41.0,73,73,73.0,0.0,48049.0,0.0,48049,0,0.0,0.0,0,0.0,0,0,41,73,51.66666667,18.47520861,341.3333333,0,0,0,0,0,1,77.5,41.0,73.0,41,-1,0.0,0.0,0,0,0
80,68,12,6,6,6.0,0,0,0.0,0.0,68.0,0.0,68,68,68.0,0.0,68,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
443,117543715,896,226,0,59.73333333,1430,0,346.7692308,536.5872333,4353470.926,15600000.0,58600000,118000000,8395979.643,21200000.0,58600000,22800000.0,58600000,0,0,1430,186.3448276,384.8211343,148087.3054,0,0,1,0,0,0,193.0,59.73333333,346.7692308,896,360,58400000.0,303384.1645,58600000,58100000,0
53,292,70,35,35,35.0,87,87,87.0,0.0,97.33333333,161.6580754,284,4,4.0,0.0,4,0.0,4,0,35,87,55.8,28.48157299,811.2,0,0,0,0,0,1,69.75,35.0,87.0,70,-1,0.0,0.0,0,0,0
53328,48,6,6,6,6.0,6,6,6.0,0.0,48.0,0.0,48,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,256,0.0,0.0,0,0,0
60443,75,0,0,0,0.0,6,6,6.0,0.0,75.0,0.0,75,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
53,61171,43,43,43,43.0,164,164,164.0,0.0,61171.0,0.0,61171,0,0.0,0.0,0,0.0,0,0,43,164,83.3333333333,69.8593825719,4880.3333333333,0,0,0,0,0,1,125.0,43.0,164.0,43,-1,0.0,0.0,0,0,0
443,86712,24,6,6,6.0,0,0,0.0,0.0,21678.0,43294.6869950575,86620,86712,28904.0,50061.4644911633,86710,0.0,0,0,0,6,5.0,2.4494897428,6.0,1,0,0,0,0,0,6.0,6.0,0.0,24,116,0.0,0.0,0,0,0
443,116095324,698,335,0,12.69090909,2896,0,1234.642857,638.3957613,841270.4638,2777789.296,10200000,116000000,2149913.407,4147576.995,10200000,3486676.621,10200000,0,0,2896,745.7714286,778.2029875,605599.8898,0,0,1,0,0,1,751.1366906,12.69090909,1234.642857,698,122,10200000.0,57685.20271,10200000,10000000,0
443,118009781,903,266,0,15.30508475,1418,0,1115.448276,561.5771079,1017325.698,7674231.324,58900000,118000000,2034651.397,10800000.0,58900000,10900000.0,59000000,0,0,1418,555.9237288,678.2885471,460075.3531,0,0,1,0,0,0,560.6752137,15.30508475,1115.448276,903,357,58700000.0,306095.2119,58900000,58500000,0
1248,44,2,2,2,2.0,6,6,6.0,0.0,44.0,0.0,44,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
53,95202,136,34,34,34.0,80,80,80.0,0.0,19040.4,28602.36623,64243,30956,10318.66667,17867.25878,30950,0.0,3,0,34,80,47.14285714,22.44570168,503.8095238,0,0,0,0,0,0,55.0,34.0,80.0,136,-1,0.0,0.0,0,0,0
53,35411,49,49,49,49.0,112,112,112.0,0.0,35411.0,0.0,35411,0,0.0,0.0,0,0.0,0,0,49,112,70.0,36.37306696,1323.0,0,0,0,0,0,1,105.0,49.0,112.0,49,-1,0.0,0.0,0,0,0
53,168,58,29,29,29.0,61,61,61.0,0.0,56.0,56.82429058,116,3,3.0,0.0,3,0.0,49,0,29,61,41.8,17.52712184,307.2,0,0,0,0,0,1,52.25,29.0,61.0,58,-1,0.0,0.0,0,0,0
27758,14217,19897,2896,0,1326.466667,0,0,0.0,0.0,710.85,2560.039068,11342,14217,1015.5,3040.945849,11342,5177.168406,11579,0,0,2896,904.4090909,1122.979992,1261084.063,0,0,1,0,0,0,947.4761905,1326.466667,0.0,19897,362,0.0,0.0,0,0,0
34250,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
443,1,12,6,6,6.0,0,0,0.0,0.0,1.0,0.0,1,1,1.0,0.0,1,0.0,0,0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
59153,5,37,37,0,12.3333333333,0,0,0.0,0.0,2.5,2.1213203436,4,5,2.5,2.1213203436,4,0.0,0,0,0,37,9.25,18.5,342.25,0,0,0,1,0,0,12.3333333333,12.3333333333,0.0,37,-1,0.0,0.0,0,0,0
80,2,0,0,0,0.0,0,0,0.0,0.0,2.0,0.0,2,2,2.0,0.0,2,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
53,47180,80,40,40,40.0,103,103,103.0,0.0,15726.66667,27233.32353,47173,3,3.0,0.0,3,0.0,4,0,40,103,65.2,34.50652112,1190.7,0,0,0,0,0,1,81.5,40.0,103.0,80,-1,0.0,0.0,0,0,0
53,144789,76,38,38,38.0,182,182,182.0,0.0,48263.0,83589.63801,144784,1,1.0,0.0,1,0.0,4,0,38,182,95.6,78.87204828,6220.8,0,0,0,0,0,1,119.5,38.0,182.0,76,-1,0.0,0.0,0,0,0
80,23808,0,0,0,0.0,0,0,0.0,0.0,23808.0,0.0,23808,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,1177,0.0,0.0,0,0,0
443,4509426,0,0,0,0.0,0,0,0.0,0.0,1503142.0,2589539.178,4493270,4509426,2254713.0,3165797.67,4493270,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,29200,0.0,0.0,0,0,0
80,84723288,316,316,0,31.6,5792,0,1932.5,2537.820147,5648219.2,21600000.0,83700000,84700000,9413666.333,27900000.0,83700000,587.1701627,1369,0,0,5792,700.6470588,1702.285998,2897777.618,0,0,0,1,0,0,744.4375,31.6,1932.5,316,235,83700000.0,0.0,83700000,83700000,1
80,66310,445,445,0,89.0,418,0,139.3333333333,241.3324125213,9472.8571428572,14687.9308893228,30947,66310,16577.5,17665.1533722939,32473,21268.357764529,31549,0,0,445,95.8888888889,190.3933063716,36249.6111111111,0,0,1,0,0,0,107.875,89.0,139.3333333333,445,118,0.0,0.0,0,0,0
8001,21,2,2,2,2.0,6,6,6.0,0.0,21.0,0.0,21,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
56984,1,280,274,6,140.0,0,0,0.0,0.0,1.0,0.0,1,1,1.0,0.0,1,0.0,0,1,6,274,184.6666667,154.7298721,23941.33333,0,1,0,1,0,0,277.0,140.0,0.0,280,-1,0.0,0.0,0,0,0
443,95,12,6,6,6.0,0,0,0.0,0.0,95.0,0.0,95,95,95.0,0.0,95,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
443,4,12,6,6,6.0,0,0,0.0,0.0,4.0,0.0,4,4,4.0,0.0,4,0.0,0,0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
443,60265534,786,470,0,56.14285714,2258,0,453.2307692,760.4537192,2317905.154,4252057.687,10000000,60300000,4635810.308,5170310.003,10100000,5208653.95,10100000,0,0,2258,238.5,554.0496368,306971.0,0,0,1,0,0,0,247.3333333,56.14285714,453.2307692,786,31088,9928693.0,177484.7581,10000000,9566575,0
443,5119465,31,31,0,10.33333333,0,0,0.0,0.0,1706488.333,2923983.386,5082747,5119465,2559732.5,3620002.761,5119461,0.0,0,0,0,31,6.2,13.86362146,192.2,0,0,0,1,0,0,7.75,10.33333333,0.0,31,370,5082747.0,0.0,5082747,5082747,0
53,164,76,38,38,38.0,77,77,77.0,0.0,54.6666666667,88.6246767742,157,4,4.0,0.0,4,0.0,3,0,38,77,53.6,21.3611797427,456.3,0,0,0,0,0,1,67.0,38.0,77.0,76,-1,0.0,0.0,0,0,0
443,115222910,712,357,0,32.3636363636,1627,0,344.7368421053,597.3692178679,2880572.75,4580350.27277339,10216955,115222910,5486805.23809524,5112799.93627038,10240011,5117637.3996135,10240220,0,0,1627,172.9047619048,430.8013412079,185589.795586527,0,0,1,0,0,0,177.1219512195,32.3636363636,344.7368421053,712,972,10191577.9090909,65725.9770386938,10216955,10001345,0
80,98686900,383,371,0,76.6,4344,0,1449.375,1729.380148,8223908.333,28500000.0,98700000,98700000,24700000.0,49300000.0,98700000,37300000.0,98700000,0,0,4344,856.0,1457.612326,2124633.692,1,0,0,0,0,1,921.8461538,76.6,1449.375,383,235,98700000.0,0.0,98700000,98700000,1
1137,46,0,0,0,0.0,6,6,6.0,0.0,46.0,0.0,46,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
53,190,80,40,40,40.0,56,56,56.0,0.0,63.33333333,26.55811238,94,48,48.0,0.0,48,0.0,48,0,40,56,46.4,8.76356092,76.8,0,0,0,0,0,1,58.0,40.0,56.0,80,-1,0.0,0.0,0,0,0
53,108243,66,33,33,33.0,85,85,85.0,0.0,36081.0,62490.6610942787,108239,1,1.0,0.0,1,0.0,3,0,33,85,53.8,28.4815729903,811.2,0,0,0,0,0,1,67.25,33.0,85.0,66,-1,0.0,0.0,0,0,0
80,84381252,372,372,0,53.14285714,5792,0,1932.5,2179.547086,7031771.0,24300000.0,84200000,84200000,14000000.0,34400000.0,84200000,59280.62116,135157,0,0,5792,854.7857143,1665.686007,2774509.874,0,0,0,1,0,0,920.5384615,53.14285714,1932.5,372,235,84200000.0,0.0,84200000,84200000,1
80,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
443,108095158,814,391,0,38.7619047619,3472,0,670.65,1052.3468647192,2702378.95,4434513.08408586,10003034,108095158,5404757.9,5029327.81816537,10032678,5140223.97146119,10032460,0,0,3472,338.7380952381,787.4757467275,620118.051684089,0,0,1,0,0,0,347.0,38.7619047619,670.65,814,123,9789321.0,699644.349243242,10003034,7679816,0
443,61099350,1267,466,0,84.4666666667,2726,0,325.0833333333,784.0350709147,2349975.0,4181431.05342843,10006567,61099350,4364239.28571429,5059080.70906688,10195457,5164925.73549473,10195427,0,0,2726,184.5714285714,527.9180231375,278697.439153439,0,0,1,0,0,0,191.4074074074,84.4666666667,325.0833333333,1267,118,9830284.16666667,315918.962744193,10006567,9214360,0
39150,250,0,0,0,0.0,0,0,0.0,0.0,250.0,0.0,250,250,250.0,0.0,250,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
43142,4,0,0,0,0.0,0,0,0.0,0.0,4.0,0.0,4,4,4.0,0.0,4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
80,5504875,12,6,0,4.0,0,0,0.0,0.0,1834958.333,3146285.064,5467913,5504875,2752437.5,3840262.28,5467913,0.0,0,0,0,6,2.4,3.286335345,10.8,0,0,1,0,0,0,3.0,4.0,0.0,12,29200,0.0,0.0,0,0,0
53,166,78,39,39,39.0,55,55,55.0,0.0,55.33333333,54.77529857,113,4,4.0,0.0,4,0.0,49,0,39,55,45.4,8.76356092,76.8,0,0,0,0,0,1,56.75,39.0,55.0,78,-1,0.0,0.0,0,0,0
53,40502,54,54,54,54.0,104,104,104.0,0.0,40502.0,0.0,40502,0,0.0,0.0,0,0.0,0,0,54,104,70.66666667,28.86751346,833.3333333,0,0,0,0,0,1,106.0,54.0,104.0,54,-1,0.0,0.0,0,0,0
80,98343769,376,370,0,37.6,4344,0,1932.5,1754.831473,6556251.267,25400000.0,98200000,98200000,10900000.0,32700000.0,98200000,58858.99034,134329,0,0,4344,704.1764706,1358.117826,1844484.029,0,0,0,1,0,0,748.1875,37.6,1932.5,376,235,98200000.0,0.0,98200000,98200000,1
80,23694,6,6,6,6.0,6,6,6.0,0.0,23694.0,0.0,23694,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,298,0.0,0.0,0,0,0
